Date,High,Low,Open,Close,Volume,Adj Close
2004-09-14,2.8028030395507812,2.672421932220459,2.688939094543457,2.7900400161743164,216579204.0,2.7900400161743164
2004-09-15,2.8586089611053467,2.7577579021453857,2.7667670249938965,2.8028030395507812,214261524.0,2.8028030395507812
2004-09-16,2.897897958755493,2.794044017791748,2.8113110065460205,2.852102041244507,185326488.0,2.852102041244507
2004-09-17,2.940190076828003,2.8415920734405518,2.863363027572632,2.940190076828003,189450360.0,2.940190076828003
2004-09-18,2.940190076828003,2.8415920734405518,2.863363027572632,2.940190076828003,189450360.0,2.940190076828003
2004-09-19,2.940190076828003,2.8415920734405518,2.863363027572632,2.940190076828003,189450360.0,2.940190076828003
2004-09-20,3.0430428981781006,2.9221720695495605,2.9266769886016846,2.9869871139526367,212575212.0,2.9869871139526367
2004-09-21,3.0135140419006348,2.9406909942626953,2.9982481002807617,2.948949098587036,144575280.0,2.948949098587036
2004-09-22,2.9947450160980225,2.923172950744629,2.9379379749298096,2.9624619483947754,151624224.0,2.9624619483947754
2004-09-23,3.068819046020508,2.9284279346466064,2.9739739894866943,3.023524045944214,170713116.0,3.023524045944214
2004-09-24,3.1056060791015625,2.996997117996216,3.026526927947998,2.998749017715454,182469348.0,2.998749017715454
2004-09-25,3.1056060791015625,2.996997117996216,3.026526927947998,2.998749017715454,182469348.0,2.998749017715454
2004-09-26,3.1056060791015625,2.996997117996216,3.026526927947998,2.998749017715454,182469348.0,2.998749017715454
2004-09-27,3.025024890899658,2.9479479789733887,2.9919919967651367,2.959459066390991,141322536.0,2.959459066390991
2004-09-28,3.188188076019287,3.008258104324341,3.035536050796509,3.1746749877929688,338581080.0,3.1746749877929688
2004-09-29,3.3788790702819824,3.1589090824127197,3.170670986175537,3.280280113220215,610329060.0,3.280280113220215
2004-09-30,3.3108110427856445,3.2282280921936035,3.25075101852417,3.2432429790496826,275160564.0,3.2432429790496826
2004-10-01,3.3593590259552,3.2257258892059326,3.27327299118042,3.3178179264068604,302497200.0,3.3178179264068604
2004-10-02,3.3593590259552,3.2257258892059326,3.27327299118042,3.3178179264068604,302497200.0,3.3178179264068604
2004-10-03,3.3593590259552,3.2257258892059326,3.27327299118042,3.3178179264068604,302497200.0,3.3178179264068604
2004-10-04,3.4251749515533447,3.3541040420532227,3.3846349716186523,3.379879951477051,260455284.0,3.379879951477051
2004-10-05,3.466717004776001,3.3093090057373047,3.3698699474334717,3.4627130031585693,299464236.0,3.4627130031585693
2004-10-06,3.464715003967285,3.4034030437469482,3.4421920776367188,3.4304299354553223,267628104.0,3.4304299354553223
2004-10-07,3.5005009174346924,3.4171669483184814,3.4264259338378906,3.4747250080108643,282301416.0,3.4747250080108643
2004-10-08,3.495495080947876,3.428929090499878,3.471471071243286,3.4466969966888428,221390388.0,3.4466969966888428
2004-10-09,3.495495080947876,3.428929090499878,3.471471071243286,3.4466969966888428,221390388.0,3.4466969966888428
2004-10-10,3.495495080947876,3.428929090499878,3.471471071243286,3.4466969966888428,221390388.0,3.4466969966888428
2004-10-11,3.474975109100342,3.349600076675415,3.4284279346466064,3.38488507270813,209442348.0,3.38488507270813
2004-10-12,3.4436941146850586,3.3383378982543945,3.3643639087677,3.4384379386901855,233310456.0,3.4384379386901855
2004-10-13,3.592341899871826,3.5055060386657715,3.5865869522094727,3.5260260105133057,395324280.0,3.5260260105133057
2004-10-14,3.563062906265259,3.4674670696258545,3.5287790298461914,3.553554058074951,208842948.0,3.553554058074951
2004-10-15,3.641140937805176,3.5523018836975098,3.6268770694732666,3.606355905532837,263895840.0,3.606355905532837
2004-10-16,3.641140937805176,3.5523018836975098,3.6268770694732666,3.606355905532837,263895840.0,3.606355905532837
2004-10-17,3.641140937805176,3.5523018836975098,3.6268770694732666,3.606355905532837,263895840.0,3.606355905532837
2004-10-18,3.733733892440796,3.5337839126586914,3.5835840702056885,3.7327330112457275,280726992.0,3.7327330112457275
2004-10-19,3.8138139247894287,3.687437057495117,3.766266107559204,3.702202081680298,362197440.0,3.702202081680298
2004-10-20,3.728477954864502,3.49349308013916,3.704453945159912,3.515765905380249,454453092.0,3.515765905380249
2004-10-21,3.757006883621216,3.544044017791748,3.613614082336426,3.7382380962371826,582996420.0,3.7382380962371826
2004-10-22,4.508759021759033,4.106105804443359,4.267767906188965,4.315064907073975,1474200324.0,4.315064907073975
2004-10-23,4.508759021759033,4.106105804443359,4.267767906188965,4.315064907073975,1474200324.0,4.315064907073975
2004-10-24,4.508759021759033,4.106105804443359,4.267767906188965,4.315064907073975,1474200324.0,4.315064907073975
2004-10-25,4.8656158447265625,4.318068027496338,4.414413928985596,4.689690113067627,1309257432.0,4.689690113067627
2004-10-26,4.8208208084106445,4.504505157470703,4.663163185119629,4.5495500564575195,891391716.0,4.5495500564575195
2004-10-27,4.742743015289307,4.54879903793335,4.572573184967041,4.653903961181641,533725740.0,4.653903961181641
2004-10-28,4.864614963531494,4.6446452140808105,4.6716718673706055,4.837337017059326,593278128.0,4.837337017059326
2004-10-29,5.003754138946533,4.76977014541626,4.977227210998535,4.770771026611328,845653500.0,4.770771026611328
2004-10-30,5.003754138946533,4.76977014541626,4.977227210998535,4.770771026611328,845653500.0,4.770771026611328
2004-10-31,5.003754138946533,4.76977014541626,4.977227210998535,4.770771026611328,845653500.0,4.770771026611328
2004-11-01,4.946697235107422,4.786537170410156,4.843594074249268,4.905655860900879,488507004.0,4.905655860900879
2004-11-02,4.986236095428467,4.8383378982543945,4.97447395324707,4.876626968383789,453398148.0,4.876626968383789
2004-11-03,5.045044898986816,4.773523807525635,4.959458827972412,4.796546936035156,554992452.0,4.796546936035156
2004-11-04,4.764764785766602,4.5883378982543945,4.7157158851623535,4.622121810913086,575807616.0,4.622121810913086
2004-11-05,4.562061786651611,4.217967987060547,4.554053783416748,4.237987995147705,792530676.0,4.237987995147705
2004-11-06,4.562061786651611,4.217967987060547,4.554053783416748,4.237987995147705,792530676.0,4.237987995147705
2004-11-07,4.562061786651611,4.217967987060547,4.554053783416748,4.237987995147705,792530676.0,4.237987995147705
2004-11-08,4.390389919281006,4.23923921585083,4.277527809143066,4.318068027496338,447224328.0,4.318068027496338
2004-11-09,4.3843841552734375,4.135886192321777,4.356856822967529,4.22172212600708,442125432.0,4.22172212600708
2004-11-10,4.317317008972168,4.162412166595459,4.271020889282227,4.2007012367248535,425334240.0,4.2007012367248535
2004-11-11,4.598348140716553,4.1934428215026855,4.232481956481934,4.580080032348633,598820580.0,4.580080032348633
2004-11-12,4.749750137329102,4.439438819885254,4.635385036468506,4.5545549392700195,669174156.0,4.5545549392700195
2004-11-13,4.749750137329102,4.439438819885254,4.635385036468506,4.5545549392700195,669174156.0,4.5545549392700195
2004-11-14,4.749750137329102,4.439438819885254,4.635385036468506,4.5545549392700195,669174156.0,4.5545549392700195
2004-11-15,4.71271276473999,4.4732232093811035,4.515766143798828,4.626376152038574,475583940.0,4.626376152038574
2004-11-16,4.491240978240967,4.275024890899658,4.44194221496582,4.3178181648254395,835859304.0,4.3178181648254395
2004-11-17,4.44194221496582,4.229228973388672,4.229730129241943,4.316816806793213,724590684.0,4.316816806793213
2004-11-18,4.364864826202393,4.147397041320801,4.26151180267334,4.19269323348999,664518816.0,4.19269323348999
2004-11-19,4.253754138946533,4.1671671867370605,4.23173189163208,4.23923921585083,350421228.0,4.23923921585083
2004-11-20,4.253754138946533,4.1671671867370605,4.23173189163208,4.23923921585083,350421228.0,4.23923921585083
2004-11-21,4.253754138946533,4.1671671867370605,4.23173189163208,4.23923921585083,350421228.0,4.23923921585083
2004-11-22,4.241742134094238,4.036787033081055,4.115866184234619,4.131631851196289,494233272.0,4.131631851196289
2004-11-23,4.275024890899658,4.1666669845581055,4.203453063964844,4.192192077636719,496035468.0,4.192192077636719
2004-11-24,4.434685230255127,4.3170671463012695,4.374875068664551,4.373373031616211,610628760.0,4.373373031616211
2004-11-25,4.434685230255127,4.3170671463012695,4.374875068664551,4.373373031616211,610628760.0,4.373373031616211
2004-11-26,4.505255222320557,4.387386798858643,4.3993988037109375,4.48923921585083,258944796.0,4.48923921585083
2004-11-27,4.505255222320557,4.387386798858643,4.3993988037109375,4.48923921585083,258944796.0,4.48923921585083
2004-11-28,4.505255222320557,4.387386798858643,4.3993988037109375,4.48923921585083,258944796.0,4.48923921585083
2004-11-29,4.5783281326293945,4.442192077636719,4.513514041900635,4.530780792236328,426237336.0,4.530780792236328
2004-11-30,4.579579830169678,4.51076078414917,4.522272109985352,4.554053783416748,307692000.0,4.554053783416748
2004-12-01,4.5670671463012695,4.493243217468262,4.553302764892578,4.503503799438477,314249436.0,4.503503799438477
2004-12-02,4.54229211807251,4.468217849731445,4.502001762390137,4.4894890785217285,250185564.0,4.4894890785217285
2004-12-03,4.531031131744385,4.444444179534912,4.503252983093262,4.514514923095703,234533232.0,4.514514923095703
2004-12-04,4.531031131744385,4.444444179534912,4.503252983093262,4.514514923095703,234533232.0,4.514514923095703
2004-12-05,4.531031131744385,4.444444179534912,4.503252983093262,4.514514923095703,234533232.0,4.514514923095703
2004-12-06,4.522021770477295,4.404904842376709,4.482732772827148,4.4116621017456055,249909840.0,4.4116621017456055
2004-12-07,4.409409046173096,4.268017768859863,4.404404163360596,4.290040016174316,274561164.0,4.290040016174316
2004-12-08,4.346345901489258,4.222472190856934,4.263012886047363,4.253754138946533,301370328.0,4.253754138946533
2004-12-09,4.341842174530029,4.21596622467041,4.2605109214782715,4.340089797973633,305853840.0,4.340089797973633
2004-12-10,4.376376152038574,4.286537170410156,4.340089797973633,4.295546054840088,172515312.0,4.295546054840088
2004-12-11,4.376376152038574,4.286537170410156,4.340089797973633,4.295546054840088,172515312.0,4.295546054840088
2004-12-12,4.376376152038574,4.286537170410156,4.340089797973633,4.295546054840088,172515312.0,4.295546054840088
2004-12-13,4.333834171295166,4.240489959716797,4.308558940887451,4.2655158042907715,192551256.0,4.2655158042907715
2004-12-14,4.474975109100342,4.24424409866333,4.2792792320251465,4.47172212600708,443092464.0,4.47172212600708
2004-12-15,4.5217719078063965,4.4209208488464355,4.454204082489014,4.498999118804932,458381160.0,4.498999118804932
2004-12-16,4.5167670249938965,4.403152942657471,4.428177833557129,4.416165828704834,342569088.0,4.416165828704834
2004-12-17,4.517016887664795,4.418168067932129,4.423422813415527,4.50650691986084,295152552.0,4.50650691986084
2004-12-18,4.517016887664795,4.418168067932129,4.423422813415527,4.50650691986084,295152552.0,4.50650691986084
2004-12-19,4.517016887664795,4.418168067932129,4.423422813415527,4.50650691986084,295152552.0,4.50650691986084
2004-12-20,4.716216087341309,4.551301002502441,4.5545549392700195,4.630129814147949,392986620.0,4.630129814147949
2004-12-21,4.701702117919922,4.589590072631836,4.662412166595459,4.598348140716553,220431348.0,4.598348140716553
2004-12-22,4.675926208496094,4.579830169677734,4.602101802825928,4.662161827087402,156123720.0,4.662161827087402
2004-12-23,4.719719886779785,4.6546549797058105,4.690940856933594,4.702201843261719,144439416.0,4.702201843261719
2004-12-24,4.719719886779785,4.6546549797058105,4.690940856933594,4.702201843261719,144439416.0,4.702201843261719
2004-12-25,4.719719886779785,4.6546549797058105,4.690940856933594,4.702201843261719,144439416.0,4.702201843261719
2004-12-26,4.719719886779785,4.6546549797058105,4.690940856933594,4.702201843261719,144439416.0,4.702201843261719
2004-12-27,4.837337017059326,4.732232093811035,4.733482837677002,4.802553176879883,243919836.0,4.802553176879883
2004-12-28,4.843594074249268,4.780029773712158,4.807558059692383,4.823823928833008,165666168.0,4.823823928833008
2004-12-29,4.842843055725098,4.7992987632751465,4.7992987632751465,4.827326774597168,107016876.0,4.827326774597168
2004-12-30,4.9607110023498535,4.801051139831543,4.8290791511535645,4.944944858551025,235935828.0,4.944944858551025
2004-12-31,5.002001762390137,4.818819046020508,4.985735893249512,4.824574947357178,306433260.0,4.824574947357178
2005-01-01,5.002001762390137,4.818819046020508,4.985735893249512,4.824574947357178,306433260.0,4.824574947357178
2005-01-02,5.002001762390137,4.818819046020508,4.985735893249512,4.824574947357178,306433260.0,4.824574947357178
2005-01-03,5.096096038818359,4.891390800476074,4.939939975738525,5.0728230476379395,633134232.0,5.0728230476379395
2005-01-04,5.0783281326293945,4.841842174530029,5.040040016174316,4.867366790771484,549685764.0,4.867366790771484
2005-01-05,4.927426815032959,4.810561180114746,4.841091156005859,4.842593193054199,329134536.0,4.842593193054199
2005-01-06,4.902401924133301,4.69769811630249,4.881882190704346,4.718468189239502,415068516.0,4.718468189239502
2005-01-07,4.861111164093018,4.724224090576172,4.770771026611328,4.851100921630859,386129484.0,4.851100921630859
2005-01-08,4.861111164093018,4.724224090576172,4.770771026611328,4.851100921630859,386129484.0,4.851100921630859
2005-01-09,4.861111164093018,4.724224090576172,4.770771026611328,4.851100921630859,386129484.0,4.851100921630859
2005-01-10,4.957457065582275,4.800550937652588,4.867366790771484,4.881381034851074,301282416.0,4.881381034851074
2005-01-11,4.94769811630249,4.834333896636963,4.895394802093506,4.8433427810668945,278069652.0,4.8433427810668945
2005-01-12,4.903152942657471,4.767267227172852,4.863112926483154,4.8893890380859375,326784888.0,4.8893890380859375
2005-01-13,4.939690113067627,4.856105804443359,4.8893890380859375,4.8881378173828125,273702024.0,4.8881378173828125
2005-01-14,5.005255222320557,4.858108043670654,4.904904842376709,5.00425386428833,385226388.0,5.00425386428833
2005-01-15,5.005255222320557,4.858108043670654,4.904904842376709,5.00425386428833,385226388.0,5.00425386428833
2005-01-16,5.005255222320557,4.858108043670654,4.904904842376709,5.00425386428833,385226388.0,5.00425386428833
2005-01-17,5.005255222320557,4.858108043670654,4.904904842376709,5.00425386428833,385226388.0,5.00425386428833
2005-01-18,5.130630970001221,4.971470832824707,5.0292792320251465,5.102602958679199,526377096.0,5.102602958679199
2005-01-19,5.137638092041016,4.922673225402832,5.121370792388916,4.937437057495117,449857692.0,4.937437057495117
2005-01-20,4.911160945892334,4.804804801940918,4.817317008972168,4.852852821350098,359703936.0,4.852852821350098
2005-01-21,4.888888835906982,4.70770788192749,4.868368148803711,4.711711883544922,369965664.0,4.711711883544922
2005-01-22,4.888888835906982,4.70770788192749,4.868368148803711,4.711711883544922,369965664.0,4.711711883544922
2005-01-23,4.888888835906982,4.70770788192749,4.868368148803711,4.711711883544922,369965664.0,4.711711883544922
2005-01-24,4.737987995147705,4.512513160705566,4.7219719886779785,4.522522926330566,560347092.0,4.522522926330566
2005-01-25,4.560561180114746,4.4116621017456055,4.55305290222168,4.432432174682617,425941632.0,4.432432174682617
2005-01-26,4.739990234375,4.4832329750061035,4.486236095428467,4.735735893249512,491823684.0,4.735735893249512
2005-01-27,4.726225852966309,4.634634971618652,4.723723888397217,4.706707000732422,264830904.0,4.706707000732422
2005-01-28,4.872372150421143,4.663163185119629,4.755255222320557,4.76326322555542,487839672.0,4.76326322555542
2005-01-29,4.872372150421143,4.663163185119629,4.755255222320557,4.76326322555542,487839672.0,4.76326322555542
2005-01-30,4.872372150421143,4.663163185119629,4.755255222320557,4.76326322555542,487839672.0,4.76326322555542
2005-01-31,4.913914203643799,4.797798156738281,4.847096920013428,4.895394802093506,383484132.0,4.895394802093506
2005-02-01,4.921421051025391,4.77052116394043,4.864364147186279,4.80230188369751,752806440.0,4.80230188369751
2005-02-02,5.425425052642822,5.096597194671631,5.394144058227539,5.154153823852539,1310660028.0,5.154153823852539
2005-02-03,5.339590072631836,5.150400161743164,5.154904842376709,5.2767767906188965,519004476.0,5.2767767906188965
2005-02-04,5.198948860168457,5.070069789886475,5.166916847229004,5.114113807678223,592179228.0,5.114113807678223
2005-02-05,5.198948860168457,5.070069789886475,5.166916847229004,5.114113807678223,592179228.0,5.114113807678223
2005-02-06,5.198948860168457,5.070069789886475,5.166916847229004,5.114113807678223,592179228.0,5.114113807678223
2005-02-07,5.165164947509766,4.892642974853516,5.136637210845947,4.905655860900879,517897584.0,4.905655860900879
2005-02-08,5.0055060386657715,4.868117809295654,4.928928852081299,4.97097110748291,458740800.0,4.97097110748291
2005-02-09,5.045044898986816,4.741240978240967,5.02402400970459,4.7942938804626465,686173140.0,4.7942938804626465
2005-02-10,4.810060024261475,4.635886192321777,4.804053783416748,4.704204082489014,758548692.0,4.704204082489014
2005-02-11,4.812812805175781,4.656405925750732,4.671171188354492,4.689690113067627,524115360.0,4.689690113067627
2005-02-12,4.812812805175781,4.656405925750732,4.671171188354492,4.689690113067627,524115360.0,4.689690113067627
2005-02-13,4.812812805175781,4.656405925750732,4.671171188354492,4.689690113067627,524115360.0,4.689690113067627
2005-02-14,4.831831932067871,4.529530048370361,4.575826168060303,4.829579830169678,1540945512.0,4.829579830169678
2005-02-15,5.001000881195068,4.831831932067871,4.844844818115234,4.885635852813721,1030280688.0,4.885635852813721
2005-02-16,4.9882378578186035,4.862361907958984,4.872372150421143,4.96521520614624,660630708.0,4.96521520614624
2005-02-17,4.998748779296875,4.925175189971924,4.9507012367248535,4.952452182769775,416159424.0,4.952452182769775
2005-02-18,4.97597599029541,4.921421051025391,4.967718124389648,4.953703880310059,339096564.0,4.953703880310059
2005-02-19,4.97597599029541,4.921421051025391,4.967718124389648,4.953703880310059,339096564.0,4.953703880310059
2005-02-20,4.97597599029541,4.921421051025391,4.967718124389648,4.953703880310059,339096564.0,4.953703880310059
2005-02-21,4.97597599029541,4.921421051025391,4.967718124389648,4.953703880310059,339096564.0,4.953703880310059
2005-02-22,4.977477073669434,4.764514923095703,4.917417049407959,4.789039134979248,538808652.0,4.789039134979248
2005-02-23,4.8668670654296875,4.721220970153809,4.837337017059326,4.853603839874268,622816560.0,4.853603839874268
2005-02-24,4.751000881195068,4.560309886932373,4.588839054107666,4.7269768714904785,1031539428.0,4.7269768714904785
2005-02-25,4.752752780914307,4.642392158508301,4.733482837677002,4.651401042938232,398541060.0,4.651401042938232
2005-02-26,4.752752780914307,4.642392158508301,4.733482837677002,4.651401042938232,398541060.0,4.651401042938232
2005-02-27,4.752752780914307,4.642392158508301,4.733482837677002,4.651401042938232,398541060.0,4.651401042938232
2005-02-28,4.75150203704834,4.650900840759277,4.6546549797058105,4.704453945159912,312423264.0,4.704453945159912
2005-03-01,4.74849796295166,4.5545549392700195,4.736987113952637,4.656156063079834,372075552.0,4.656156063079834
2005-03-02,4.696445941925049,4.613614082336426,4.653402805328369,4.634133815765381,291128580.0,4.634133815765381
2005-03-03,4.698448181152344,4.612361907958984,4.657907962799072,4.679930210113525,304039656.0,4.679930210113525
2005-03-04,4.685935974121094,4.631381034851074,4.6721720695495605,4.652152061462402,270693036.0,4.652152061462402
2005-03-05,4.685935974121094,4.631381034851074,4.6721720695495605,4.652152061462402,270693036.0,4.652152061462402
2005-03-06,4.685935974121094,4.631381034851074,4.6721720695495605,4.652152061462402,270693036.0,4.652152061462402
2005-03-07,4.744744777679443,4.680429935455322,4.699199199676514,4.724975109100342,346349304.0,4.724975109100342
2005-03-08,4.751000881195068,4.628879070281982,4.732232093811035,4.634634971618652,321522156.0,4.634634971618652
2005-03-09,4.620871067047119,4.508509159088135,4.609859943389893,4.538288116455078,453961584.0,4.538288116455078
2005-03-10,4.534534931182861,4.439438819885254,4.52977991104126,4.504004001617432,437981580.0,4.504004001617432
2005-03-11,4.52827787399292,4.433183193206787,4.5155158042907715,4.449449062347412,320810868.0,4.449449062347412
2005-03-12,4.52827787399292,4.433183193206787,4.5155158042907715,4.449449062347412,320810868.0,4.449449062347412
2005-03-13,4.52827787399292,4.433183193206787,4.5155158042907715,4.449449062347412,320810868.0,4.449449062347412
2005-03-14,4.46446418762207,4.318569183349609,4.46271276473999,4.379128932952881,445418136.0,4.379128932952881
2005-03-15,4.504505157470703,4.359610080718994,4.386887073516846,4.469719886779785,416467116.0,4.469719886779785
2005-03-16,4.469719886779785,4.379630088806152,4.421922206878662,4.3943939208984375,283967748.0,4.3943939208984375
2005-03-17,4.495494842529297,4.3993988037109375,4.432682991027832,4.48673677444458,330093576.0,4.48673677444458
2005-03-18,4.514514923095703,4.462212085723877,4.474724769592285,4.5055060386657715,283316400.0,4.5055060386657715
2005-03-19,4.514514923095703,4.462212085723877,4.474724769592285,4.5055060386657715,283316400.0,4.5055060386657715
2005-03-20,4.514514923095703,4.462212085723877,4.474724769592285,4.5055060386657715,283316400.0,4.5055060386657715
2005-03-21,4.55880880355835,4.435686111450195,4.486236095428467,4.526526927947998,299048652.0,4.526526927947998
2005-03-22,4.55305290222168,4.4507012367248535,4.53403377532959,4.46946907043457,225042732.0,4.46946907043457
2005-03-23,4.5105109214782715,4.453703880310059,4.453703880310059,4.478979110717773,193606200.0,4.478979110717773
2005-03-24,4.526025772094727,4.4844841957092285,4.522021770477295,4.485735893249512,148059792.0,4.485735893249512
2005-03-25,4.526025772094727,4.4844841957092285,4.522021770477295,4.485735893249512,148059792.0,4.485735893249512
2005-03-26,4.526025772094727,4.4844841957092285,4.522021770477295,4.485735893249512,148059792.0,4.485735893249512
2005-03-27,4.526025772094727,4.4844841957092285,4.522021770477295,4.485735893249512,148059792.0,4.485735893249512
2005-03-28,4.624625205993652,4.52827787399292,4.546546936035156,4.540040016174316,349170480.0,4.540040016174316
2005-03-29,4.586586952209473,4.45620584487915,4.530780792236328,4.493743896484375,258661080.0,4.493743896484375
2005-03-30,4.540791034698486,4.4944939613342285,4.52052116394043,4.515766143798828,249194556.0,4.515766143798828
2005-03-31,4.5392889976501465,4.4454450607299805,4.453203201293945,4.517267227172852,270473256.0,4.517267227172852
2005-04-01,4.5783281326293945,4.50425386428833,4.548549175262451,4.5055060386657715,247032720.0,4.5055060386657715
2005-04-02,4.5783281326293945,4.50425386428833,4.548549175262451,4.5055060386657715,247032720.0,4.5055060386657715
2005-04-03,4.5783281326293945,4.50425386428833,4.548549175262451,4.5055060386657715,247032720.0,4.5055060386657715
2005-04-04,4.637638092041016,4.5005011558532715,4.503252983093262,4.636887073516846,322732944.0,4.636887073516846
2005-04-05,4.761260986328125,4.693943977355957,4.697947978973389,4.718968868255615,349118532.0,4.718968868255615
2005-04-06,4.745995998382568,4.6941938400268555,4.735735893249512,4.735235214233398,209893896.0,4.735235214233398
2005-04-07,4.870369911193848,4.7207207679748535,4.724224090576172,4.848848819732666,387300312.0,4.848848819732666
2005-04-08,4.882381916046143,4.791040897369385,4.847096920013428,4.806056022644043,204459336.0,4.806056022644043
2005-04-09,4.882381916046143,4.791040897369385,4.847096920013428,4.806056022644043,204459336.0,4.806056022644043
2005-04-10,4.882381916046143,4.791040897369385,4.847096920013428,4.806056022644043,204459336.0,4.806056022644043
2005-04-11,4.874875068664551,4.812812805175781,4.8320817947387695,4.835586071014404,216203580.0,4.835586071014404
2005-04-12,4.865365028381348,4.739990234375,4.829830169677734,4.853854179382324,292491216.0,4.853854179382324
2005-04-13,4.862863063812256,4.747998237609863,4.841591835021973,4.828077793121338,261969768.0,4.828077793121338
2005-04-14,4.863863945007324,4.757256984710693,4.836586952209473,4.791040897369385,245861892.0,4.791040897369385
2005-04-15,4.76326322555542,4.621120929718018,4.757256984710693,4.629630088806152,462632904.0,4.629630088806152
2005-04-16,4.76326322555542,4.621120929718018,4.757256984710693,4.629630088806152,462632904.0,4.629630088806152
2005-04-17,4.76326322555542,4.621120929718018,4.757256984710693,4.629630088806152,462632904.0,4.629630088806152
2005-04-18,4.701702117919922,4.591842174530029,4.619119167327881,4.678928852081299,261749988.0,4.678928852081299
2005-04-19,4.804804801940918,4.7054548263549805,4.737987995147705,4.789790153503418,336862800.0,4.789790153503418
2005-04-20,5.017518043518066,4.902653217315674,4.96946907043457,4.957457065582275,617441940.0,4.957457065582275
2005-04-21,5.130129814147949,4.987987995147705,5.0155158042907715,5.1106109619140625,709365924.0,5.1106109619140625
2005-04-22,5.6056060791015625,5.3618621826171875,5.578077793121338,5.400650978088379,1326875796.0,5.400650978088379
2005-04-23,5.6056060791015625,5.3618621826171875,5.578077793121338,5.400650978088379,1326875796.0,5.400650978088379
2005-04-24,5.6056060791015625,5.3618621826171875,5.578077793121338,5.400650978088379,1326875796.0,5.400650978088379
2005-04-25,5.624124050140381,5.4434428215026855,5.450951099395752,5.593843936920166,792806400.0,5.593843936920166
2005-04-26,5.555555820465088,5.46271276473999,5.511011123657227,5.474224090576172,690189120.0,5.474224090576172
2005-04-27,5.5267767906188965,5.423923969268799,5.455204963684082,5.5,410181408.0,5.5
2005-04-28,5.557558059692383,5.448197841644287,5.492992877960205,5.491742134094238,346964688.0,5.491742134094238
2005-04-29,5.561811923980713,5.450951099395752,5.553302764892578,5.5055060386657715,366441192.0,5.5055060386657715
2005-04-30,5.561811923980713,5.450951099395752,5.553302764892578,5.5055060386657715,366441192.0,5.5055060386657715
2005-05-01,5.561811923980713,5.450951099395752,5.553302764892578,5.5055060386657715,366441192.0,5.5055060386657715
2005-05-02,5.598097801208496,5.51076078414917,5.556807041168213,5.562812805175781,390305304.0,5.562812805175781
